row_id,tokens,relation,head_pos,tail_pos
439,"The sessions were filmed by Paul Thomas Anderson for his documentary of the same name , which premièred at the 2015 New York Film Festival .",director,10 11 12 13 14 15,5 6 7
2170,"The choice of name hints at the 1985 "" Salad Days ( EP ) "" by the Washington DC band Minor Threat .",performer,9 10 11 12 13,20 21
2525,Kora Kagaz ( Hindi : कोरा कागज़ ; translation : Blank Paper ) is a 1974 Hindi drama film produced by Sanath Kothari and directed by Anil Ganguly .,director,0 1,26 27
558,"PopCap , now a subsidiary of Electronic Arts , have announced "" Peggle 2 "" at the E3 2013 convention .",publisher,12 13,6 7
378,"Daglow and Dombrower went on to create the hit "" Earl Weaver Baseball "" game at Electronic Arts in , where they more fully implemented the ideas behind "" Intellivision World Series Baseball "" .",publisher,10 11 12,16 17
619,""" Wyckoff Native Driving Profits in Hollywood ; Wyckoff native Kirk DeMicco 's "" The Croods "" is reportedly responsible for a surge in profits at DreamWorks Animation .",director,14 15,10 11
686,"Morrison and the Doors continued to make short music films , including "" The Unknown Soldier "" , "" Moonlight Drive "" , and "" People Are Strange "" .",performer,25 26 27,2 3
512,"In 2015 , she voiced Queen Elizabeth II in the animated film "" Minions , "" and in 2016 , she voiced Miss Nana Noodleman in the animated film "" Sing "" .",characters,13,5 6 7
320,"For much of the 1990s Schreck was an editor at Dark Horse Comics , where he was in charge of ( among other titles ) "" Dark Horse Presents "" .",publisher,26 27 28,10 11 12
888,"In 1988 Claude Miller made the film "" The Little Thief "" based on a book by de Claude de Givray and Truffaut .",director,8 9 10,2 3
1764,"In "" The Simpsons "" , politicians are corrupt , ministers such as Reverend Lovejoy are indifferent to churchgoers , and the local police force is incompetent .",characters,2 3,13 14
204,"Nintendo licensed Mobiclip compression technology for the Game Boy Advance and Nintendo DS video game consoles , used by popular games such as Square Enix 's Final Fantasy III and Konami 's Contra 4 .",publisher,32 33,30
51,"In 2013 , Buffalo Gal Pictures is producing "" Seances "" , a lost film project by Guy Maddin , in co - production with the National Film Board of Canada .",director,9,17 18
2759,"He held an MFA from Louisiana State University , and while a graduate student there , he was a fiction editor of the "" New Delta Review "" .",publisher,24 25 26,5 6 7
1757,"The recording was used in 2000 for the dancing scene in the Australian movie "" The Goddess of 1967 "" by Clara Law .",director,15 16 17 18,21 22
1219,"It was written by Colin Jones , author of the rock star management game "" Rock Star Ate My Hamster "" ( also for Codemasters ) .",publisher,15 16 17 18 19,24
760,"Wells , "" This Misery of Boots "" ( London : The Fabian Society , 1907 ) , Ch .",publisher,3 4 5 6,12 13
194,""" Contemporary Accounting Research "" is published by Wiley - Blackwell on behalf of the Canadian Academic Accounting Association .",publisher,1 2 3,8 9 10
516,"The song 's melody has been noted for similarities between Backstreet Boys song "" I Want It That Way "" .",performer,14 15 16 17 18,10 11
1563,"Tani had a minor role in director Mamoru Watanabe 's "" Slave Widow "" , which starred major "" pink "" actresses Noriko Tatsumi and Mari lwai .",director,11 12,7 8
82,"Sally Brown : Younger sister of Weapon Brown and , like her classic Peanuts counterpart , was in love with Linus .",characters,13,0 1
2682,"In "" Highlander "" , when Connor MacLeod wins the Prize , he screams out , "" I know everything !",characters,2,6 7
2144,"The Beatles recorded "" Here , There and Everywhere "" towards the end of the sessions for their 1966 album "" Revolver "" .",performer,4 5 6 7 8,0 1
315,"Gordon reprised the roles as the original Donatello and Bebop in three seasons of Nickelodeon 's "" Teenage Mutant Ninja Turtles "" .",characters,17 18 19 20,7
328,"His first job was at Telenet Japan , where he composed the score for the action role - playing game "" XZR "" and popular side - scroller "" Valis II "" .",publisher,21,5 6
931,""" On Some Bullshit "" is the third single to be released from Nina Sky 's unreleased album "" Starting Today "" .",performer,1 2 3,13 14
661,"This idea was taken from The Beatles ' songs "" Helter Skelter "" and "" Strawberry Fields Forever . """,performer,10 11,5 6
2117,"One of her last film roles was with Norma Aleandro in Jorge Gaggero 's acclaimed tragedy , "" Live - In Maid "" .",director,18 19 20 21,11 12
1515,"Early versions and alternate mixes of the song were later released on the Beach Boys ' box sets "" "" ( 1993 ) and The Smile Sessions ( 2011 ) .",performer,24 25 26,13 14
377,""" The Sydney Morning Herald "" ( Fairfax Media ) : p.   4 ( "" The Guide "" section).Harries , Andy .",publisher,1 2 3 4,7 8
737,"Starting with "" Du glucose pour Noémie "" , there would be no more appearances of the Marsupilami in "" Spirou et Fantasio "" , with the exception of a few discreet references .",characters,20 21 22,17
1320,"In 1999 , the studio saw its most successful release with first - person shooter video game "" Medal of Honor "" , published by Electronic Arts on October 31 , 1999 for PlayStation .",publisher,18 19 20,25 26
814,"Kate Bush 's "" Running Up That Hill "" is used promintently in the film and "" She Will "" by Savages from the album "" Silence Yourself "" is played over the closing credits .",performer,26 27,21
2052,"Wizards of the Coast published a new trilogy of Dragonlance novels by Weis and Hickman called "" War of Souls "" , beginning with "" Dragons of a Fallen Sun "" ( 2000 ) .",publisher,25 26 27 28 29,0 1 2 3
1045,"The dance contest serves as a promotional segment for the song "" Quit Playing Games ( with My Heart ) "" by the Backstreet Boys after its release in 1996 .",performer,12 13 14 15 16 17 18 19,23 24
1778,"After Need New Body disbanded , Powell joined Man Man before recording the group 's second album , "" Six Demon Bag . """,performer,19 20 21,8 9
2665,"So Long , Stooge ( French title : "" Tchao Pantin "" ) is a 1983 film directed by Claude Berri .",director,9 10,19 20
885,"On 2 October 2014 Paradox Interactive announced that they were stopping development on War of the Roses , and the sequel game War of the Vikings .",publisher,22 23 24 25,4 5
2439,"( Macmillan ) Macmillan 's "" Encyclopedia of Philosophy "" , 1st edition ( Paul Edwards , chief editor ) , 1973 .",publisher,6 7 8,1
1385,"She contributed to two other anthologies , "" The Big Book of Social Media "" ( Yorkshire Publishing 2010 ) and "" Masters of True Crime "" ( Prometheus Books 2012 ) .",publisher,22 23 24 25,28 29
2643,"Britta had a cameo , along with Dean Wareham , in the 2012 Noah Baumbach film "" Frances Ha "" ( written by Baumbach and Greta Gerwig ) .",director,17 18,13 14
1550,"Samwise Gamgee is first introduced in "" The Fellowship of the Ring "" .",characters,7 8 9 10 11,0 1
1126,Osmanthus Alley ( ) is a 1987 Taiwanese drama film directed by Chen Kunhou .,director,0 1,12 13
2327,"She played Sarah Connor in "" Terminator Genisys "" ( 2015 ) , opposite Arnold Schwarzenegger , Jai Courtney , and Jason Clarke .",characters,6 7,2 3
218,"After the success of the film "" A Family Like Many Others "" ( 1948 ) , the filmmaker Alejandro Galindo and the actor David Silva had , separately , a tight work agenda .",director,7 8 9 10 11,19 20
165,""" For Reasons Unknown "" is a song by American rock band The Killers and was written by lead vocalist Brandon Flowers .",performer,1 2 3,12 13
1569,"László Benedek spoke several languages and directed the films "" Kinder , Mütter und ein General "" ( Germany , 1955 ) and "" Recours en grâce "" ( France , 1960 ) .",director,24 25 26,0 1
579,"Fantasoft was created to develop , market , and distribute the Shareware game Realmz , which was MacUser Shareware Game of the Year in 1995–96 .",publisher,13,0
162,"McNally would go on to adapt "" The Ritz "" for the movie screen in 1976 which was directed by Richard Lester .",director,7 8,20 21
1605,"Gold designed the RPGs "" Land of the Rising Sun "" ( 1980 ) and "" Lands of Adventure "" ( 1983 ) , published by Fantasy Games Unlimited .",publisher,5 6 7 8 9,26 27 28
2735,"Based on the film of the same name , "" Disney 's Aladdin "" is a side - scrolling platform game in which the player character is Aladdin .",characters,3 4 5 6 7,12
879,Tak Jhal Mishti is a 2002 Bengali romantic movie directed by Basu Chatterjee .,director,0 1 2,11 12
2078,"In 1929 a third silent film "" When Knights Were Bold "" was made by Tim Whelan .",director,7 8 9 10,15 16
2479,"Hope Mirrlees dedicated "" The Counterplot "" to Jane Harrison , with an epigram taken from Odysseus ' address to Nausicaä in The Odyssey .",characters,22 23,20
870,The largest and most important product of the Süddeutscher Verlag is the daily newspaper Süddeutsche Zeitung .,publisher,14 15,8 9
759,""" Last Drag "" is a song recorded by American actress and singer Traci Lords .",performer,1 2,13 14
2043,"Kunal Deshmukh , director of "" Jannat "" , saw her at a restaurant in Mumbai .",director,6,0 1
681,"Regular cast members Noah Gray - Cabey ( Micah Sanders ) , Ali Larter ( Niki Sanders ) and Leonard Roberts ( D.L.",performer,15 16,12 13
1983,"Three more volumes appeared until "" Berserk "" was serialized by "" Young Animal "" ( Hakusensha ) in 1992 and new chapters are still being released in the semiweekly magazine .",publisher,12 13,16
713,"Lori McKenna 's song "" Bible Song "" from "" Bittertown "" was recorded by country artist Sara Evans on her ' Real Fine Place ' album released in 2005 .",performer,22 23 24,17 18
1230,"The apparently fictional city of Myerton , Tennessee served as the setting for "" Blue Moon "" , the eighth novel in the Anita Blake series .",characters,14 15,23 24
226,"compared "" 17 "" 's use of guitar arrangements to Staind 's Aaron Lewis and noted how the album was different from XXXTentacion 's breakout single "" Look at Me ! """,performer,27 28 29 30,22
1965,"His fortunes began turning around in 2009 , when he began working on Image Comics ' "" One Model Nation "" and Dark Horse Comics ' "" The Guild "" .",publisher,17 18 19,13 14
2374,"The song is a love ballad in the style of previous Bon Jovi hit singles such as "" Always "" and "" Bed of Roses "" .",performer,18,11 12
915,Giuseppi Mallia can also be seen in a cameo role in Pulp ( 1972 ) directed by Mike Hodges in scenes shot in Malta .,director,11,17 18
754,"McCain was also interviewed in the 2005 documentary "" Why We Fight "" by Eugene Jarecki .",director,9 10 11,14 15
297,"Brooks appeared as OD in the award - winning film "" 84C MoPic "" ( 1989 ) , directed by Patrick Sheane Duncan .",director,11 12,20 21 22
53,"She was noted for her portrayal of Judith in Karl Gutzkow 's play "" Uriel Acosta "" and of Benvolio in Shakespeare 's "" Romeo and Juliet "" .",characters,24 25 26,19
2381,"Milcah ( "" Milkāh "" , related to the Hebrew word for "" queen "" ) was the daughter of Haran and the wife of Nahor in Genesis .",characters,27,20
1779,""" Chosen One "" is a song by Swedish band The Concretes from their second album "" In Colour "" .",performer,17 18,10 11
2599,"Championship Manager 2010 was originally planned for release on 24 April 2009 , however Eidos Interactive released the game on September 11 , 2009 .",publisher,0 1 2,14 15
41,"He declined and instead decided to take it to the "" Weekly Shōnen Magazine "" department at Kodansha .",publisher,11 12 13,17
187,"The two are reunited , and scheme to steal Connie 's valuable necklace , in "" Leave it to Psmith "" .",characters,16 17 18 19,9
2456,"A National Film Board of Canada production , "" Final Offer "" is directed by Sturla Gunnarsson and Robert Collison and produced by John Kramer , Sturla Gunnarsson and Robert Collison ( writer ) .",director,9 10,15 16
